Date,Open,High,Low,Close,Volume
2000-01-03,36.67503414359691,36.679080963134766,36.31904488542185,36.679080963134766,537560.0
2000-01-04,39.61195296380125,39.615997314453125,39.61195296380125,39.615997314453125,299760.0
2000-01-05,42.78753698859129,42.78753698859129,36.5010833740915,41.654842376708984,1820968.0
2000-01-06,42.71877703486305,44.49872607798235,41.909709287990644,42.43964767456055,1590960.0
2000-01-07,41.6669793453045,42.2333266373766,39.644310445047,40.162113189697266,728416.0
2000-01-10,41.254355315694994,43.28511543064954,39.78185380492175,40.22684097290039,667632.0
2000-01-11,41.5860744215378,43.44692989176226,41.270538553011065,43.107120513916016,2003056.0
2000-01-12,43.68965487404784,44.49872255690058,39.660498801072656,39.66454315185547,1088072.0
2000-01-13,41.74788569448467,42.07151271537215,37.662094555780264,40.37247085571289,687632.0
2000-01-14,40.45338345860241,42.47605263153253,39.6524069599378,41.9906120300293,635584.0
2000-01-17,43.527844343961064,45.352291107177734,43.527844343961064,45.352291107177734,1304032.0
2000-01-18,46.11686058802818,48.21639233400939,44.51895182203948,46.43644332885742,2344184.0
2000-01-19,48.62497463022648,50.15411474277964,46.27867801745349,48.47934341430664,2619848.0
2000-01-20,48.37820801945557,48.37820801945557,45.7932355213854,46.30699157714844,857464.0
2000-01-21,47.330442706021394,47.330442706021394,44.013266379616475,44.49870681762695,732360.0
2000-01-24,43.61683368117941,44.490630666558516,41.36358232119469,41.6427116394043,366120.0
2000-01-25,41.747881547637384,42.05128184958242,39.74139520507205,41.039947509765625,729352.0
2000-01-26,41.039947509765625,41.039947509765625,41.039947509765625,41.039947509765625,0.0
2000-01-27,43.689645727153895,43.689645727153895,38.430706889626116,40.3967399597168,741040.0
2000-01-28,41.10064038548519,42.06343295245542,40.45338620618622,41.3514518737793,454952.0
2000-01-31,41.019718502613784,41.86923930000519,40.45337130435284,41.08039855957031,317448.0
2000-02-01,41.18153417614066,41.56584122395336,38.43070478127075,38.99300765991211,1078464.0
2000-02-02,40.45337232876651,42.116004943847656,40.29155883945145,42.116004943847656,718440.0
2000-02-03,43.68964975672341,45.20260713407832,41.671025136813846,42.00679016113281,416304.0
2000-02-04,41.74788837183211,42.306146993927456,40.5342869656742,41.197723388671875,253632.0
2000-02-07,40.21066000830252,41.49707947678859,40.21066000830252,40.92668533325195,232224.0
2000-02-08,41.658889987084855,44.20340347290039,41.658889987084855,44.20340347290039,971896.0
2000-02-09,46.92591503426653,47.65407578479825,42.07151003072172,42.815853118896484,1118936.0
2000-02-10,43.30534367467434,46.24225810113113,43.30534367467434,46.217987060546875,3064944.0
2000-02-11,47.654079517988976,49.91542434692383,47.654079517988976,49.91542434692383,3020944.0
2000-02-14,53.358020209190585,53.72210071099704,50.16220247111169,52.8968505859375,3395328.0
2000-02-15,50.56672163635914,50.80539755011404,48.66541290283203,48.66541290283203,450472.0
2000-02-16,49.2722176671954,49.353124428553684,44.7738037109375,44.7738037109375,147280.0
2000-02-17,41.28267177355514,45.21878738288623,41.19367384916446,42.836082458496094,1182056.0
2000-02-18,42.47604108625843,43.568282142762214,39.66048735045761,40.12974548339844,1741096.0
2000-02-21,40.85790804490976,41.66697553094758,39.806120313060596,41.08444595336914,989320.0
2000-02-22,39.74544810937277,42.071517591600696,39.74544810937277,41.69934844970703,2016696.0
2000-02-23,42.395142757643654,44.903252348267614,41.50516838677709,41.64675521850586,593216.0
2000-02-24,42.47603790208455,44.887057732514634,40.776996386001166,41.569881439208984,1270200.0
2000-02-25,43.20421306811734,43.20421306811734,39.64431536213014,40.14189147949219,226032.0
2000-02-28,39.64431471126095,41.505170299748706,38.51162000522492,41.282676696777344,496560.0
2000-02-29,40.69609984207319,41.42021632391239,38.43071058645083,39.009193420410156,847288.0
2000-03-01,39.64431488585717,39.64431488585717,35.92260369249099,37.25352096557617,688080.0
2000-03-02,38.02617512479651,38.03426629417062,34.276146509631246,34.28019332885742,944560.0
2000-03-03,31.55363054875416,32.35460683040696,31.549586199135486,31.66285514831543,1154080.0
2000-03-06,32.19684790465468,33.030186590965585,30.865930641649403,32.56092834472656,433704.0
2000-03-07,31.796352493079358,31.958165991771875,29.955723945451993,29.959768295288086,296216.0
2000-03-08,29.700874910620904,32.119986770557496,27.912834850988254,28.321413040161133,391096.0
2000-03-09,28.56008382360773,28.56008382360773,26.056018829345707,26.056018829345703,463136.0
2000-03-10,26.61832080900488,28.143413543701172,25.890160057390766,28.143413543701172,679320.0
2000-03-13,28.616722541464227,30.396671295166016,27.912832728505332,30.396671295166016,537496.0
2000-03-14,32.25752677051478,32.40315795346077,30.340035536948285,31.343278884887695,1145016.0
2000-03-15,31.141012124147228,31.141012124147228,28.839216232299805,28.839216232299805,134040.0
2000-03-16,27.103764548309154,28.317365945994638,26.53337287902832,26.53337287902832,643488.0
2000-03-17,26.53337287902832,26.53337287902832,26.53337287902832,26.53337287902832,0.0
2000-03-20,26.53337287902832,26.53337287902832,26.53337287902832,26.53337287902832,0.0
2000-03-21,26.53741548995406,28.657173446599966,26.132881717241347,28.35377311706543,596232.0
2000-03-22,28.883713658913667,30.623209019324435,28.72190013701499,29.870777130126953,1691736.0
2000-03-23,30.74457149620574,30.906385030396297,27.48402976989746,27.48402976989746,222344.0
2000-03-24,26.46460182485798,27.103764738303795,25.5665362904597,26.719457626342773,578392.0
2000-03-27,27.10376452954365,28.556041855399798,27.10376452954365,27.47998046875,670760.0
2000-03-28,28.84325479729077,29.530962134673576,27.87237385039739,28.228363037109375,700520.0
2000-03-29,29.005068700801317,29.975949661497594,28.155547860192073,28.434677124023438,1214672.0
