Date,Open,High,Low,Close,Volume
2000-01-03,93.73213976761603,96.87980651855469,91.74115971632594,96.87980651855469,263250.0
2000-01-04,102.17466885820754,102.17466885820754,95.06166525956952,97.40496826171875,377687.0
2000-01-05,97.98664975751119,97.98664975751119,90.74068877747507,95.39738464355469,422487.0
2000-01-06,95.32758395767615,95.3940621758202,89.67706220966981,90.13243103027344,413537.0
2000-01-07,91.07305931910015,92.39594776537314,82.92301866264737,82.93299102783203,831700.0
2000-01-10,85.62196655882038,86.35320777324716,79.17372667623924,80.16423034667969,1323900.0
2000-01-11,81.43395797824638,81.43395797824638,73.75257250937939,74.07166290283203,2337187.0
2000-01-12,78.77490579746086,79.99807739257812,78.77490579746086,79.99807739257812,92700.0
2000-01-13,86.39975622841732,86.39975622841732,85.16994095729146,86.22359466552734,1129737.0
2000-01-14,86.35322441081486,86.7221702672072,81.10156581247467,85.13670349121094,884112.0
2000-01-17,88.74638529010626,89.07876367434554,83.10583636796126,84.42871856689453,686725.0
2000-01-18,86.02084345648197,86.02084345648197,79.77203670413155,81.11154174804688,646137.0
2000-01-19,78.11011779662373,81.09492383062633,75.25161784003953,80.02796936035156,1658362.0
2000-01-20,80.10441301350465,81.30098912691608,79.83850650611198,80.35702514648438,557525.0
2000-01-21,80.43679335621897,80.43679335621897,77.11295902480018,79.84514617919922,539600.0
2000-01-24,80.9686108562854,81.36082343069508,78.77488058241954,80.56974792480469,849125.0
2000-01-25,79.43963803027556,80.30383570390849,78.179905801693,79.39310455322266,823137.0
2000-01-26,79.39310455322266,79.39310455322266,79.39310455322266,79.39310455322266,0.0
2000-01-27,81.43393904432266,81.43393904432266,78.7748741828413,79.127197265625,419362.0
2000-01-28,80.43680609177889,80.76918450577755,77.84421262049099,78.69178771972656,322925.0
2000-01-31,77.24591114853847,78.76822792128416,76.78057635851525,77.98380279541016,380912.0
2000-02-01,78.77488740678558,81.89928755859171,77.11297000444591,81.06832885742188,716700.0
2000-02-02,83.02938644895787,86.08731452211596,82.43109520903607,84.48190307617188,844312.0
2000-02-03,85.68844329860542,86.34988429044691,82.09870281140195,82.6571044921875,363850.0
2000-02-04,82.76348604257844,83.09587079369558,79.51610179569245,80.84563446044922,378600.0
2000-02-07,81.10155554598573,82.76347269381212,79.43963839815935,81.15473937988281,988425.0
2000-02-08,79.83852598851878,82.06549590875515,78.79151608654237,80.14764404296875,842075.0
2000-02-09,82.09873165128722,84.09302769163226,80.5032859434137,80.97859954833984,361762.0
2000-02-10,79.77204061939142,80.56976026481986,78.7748926475339,79.61249542236328,356587.0
2000-02-11,79.77203121464066,79.77203121464066,76.4481965806973,77.48855590820312,282500.0
2000-02-14,76.78056334204896,77.71123276432074,73.12434483248283,76.61104583740234,710225.0
2000-02-15,75.18513070255527,77.04647603757455,74.45388313758627,76.56784057617188,457162.0
2000-02-16,77.44535021061947,78.44250447899388,76.44820228195697,77.4287338256836,154250.0
2000-02-17,79.37316806224834,83.62435665611633,76.9800094143418,83.61770629882812,851725.0
2000-02-18,85.66850454285806,85.66850454285806,78.77487428429879,79.84847259521484,993825.0
