Date,Open,High,Low,Close,Volume
2000-01-03,64.74038448405969,64.88018798828125,64.74038448405969,64.88018798828125,265600.0
2000-01-04,68.39681786882416,70.07232666015625,64.95546854209087,70.07232666015625,1142840.0
2000-01-05,66.63310512883046,70.97781006759973,64.48226239950925,67.45257568359375,2393940.0
2000-01-06,68.78397812995283,72.84907792849957,67.5795109225283,71.47468566894531,2439320.0
2000-01-07,72.48341146839023,72.48341146839023,65.75772755061568,65.77708435058594,1592820.0
2000-01-10,67.10631608755678,67.10631608755678,60.546243521305236,64.69306945800781,1252240.0
2000-01-11,65.04147917578956,65.77276434999396,59.535320784622826,62.228179931640625,1783680.0
2000-01-12,62.804630386043584,66.24597999623775,62.804630386043584,64.13385009765625,632220.0
2000-01-13,63.88004294242383,66.46105477848135,62.847640833541824,63.55526351928711,795060.0
2000-01-14,63.23693676775788,64.95545821411596,60.739804646389715,63.385345458984375,925440.0
2000-01-17,65.17055065847174,67.53647824013242,64.31021335604967,64.90169525146484,1355000.0
2000-01-18,63.44985972666637,63.44985972666637,61.559267153203685,62.389495849609375,880160.0
2000-01-19,64.09512657810451,67.3816146850586,63.01970499122356,67.3816146850586,1548600.0
2000-01-20,68.82698277639574,70.96707439764032,65.17270226004429,66.11907196044922,4506380.0
2000-01-21,67.96665263559571,67.96665263559571,65.8158091977604,66.74066925048828,1158220.0
2000-01-24,67.96665006692399,68.39681873823363,64.95976869148248,65.42865753173828,1093040.0
2000-01-25,63.66495136257523,65.34260623915642,62.159361296568385,62.54005813598633,1548780.0
2000-01-26,62.54005813598633,62.54005813598633,62.54005813598633,62.54005813598633,0.0
2000-01-27,63.880039040228574,66.63311553830701,62.80461750756479,63.24984359741211,2289540.0
2000-01-28,63.837015801297255,64.18115198429315,60.653770877251695,61.46678924560547,1578020.0
2000-01-31,61.944281972791394,62.37445059760245,58.07276434949193,58.79544448852539,785820.0
2000-02-01,58.07275764715729,61.04091819024915,57.34147238214858,60.234352111816406,1761500.0
2000-02-02,62.76160406470325,65.05440378080289,62.374454901202405,64.35323333740234,2080060.0
2000-02-03,64.95546350330362,66.02227987395602,63.664957605887,64.11018371582031,714920.0
2000-02-04,64.95545187743065,66.67612609934933,63.06485923821913,63.71226501464844,582860.0
2000-02-07,62.159356645912204,62.89064188191738,58.61691830737831,58.67929458618164,1501860.0
2000-02-08,56.78226583373543,60.22361527820424,56.78226583373543,59.70526123046875,1385360.0
